36,ピクシー,Image/Match/36.png,Image/Pic/36.png,,コメットパンチ,ムーンフォース
37,ロコン,Image/Match/37.png,Image/Pic/37.png,,,
37-1,ロコン(アローラのすがた),Image/Match/37-1.png,Image/Pic/37-1.png,,,
38,キュウコン,Image/Match/38.png,Image/Pic/38.png,,,
38-1,キュウコン(アローラのすがた),Image/Match/38-1.png,Image/Pic/38-1.png,こなゆき,ウェザーボール(こおり),ひやみず
39,プリン,Image/Match/39.png,Image/Pic/39.png,,,
40,プクリン,Image/Match/40.png,Image/Pic/40.png,あまえる,スピードスター,こごえるかぜ
41,ズバット,Image/Match/41.png,Image/Pic/41.png,,,
42,ゴルバット,Image/Match/42.png,Image/Pic/42.png,,,
43,ナゾノクサ,Image/Match/43.png,Image/Pic/43.png,,,
44,クサイハナ,Image/Match/44.png,Image/Pic/44.png,,,
45,ラフレシア,Image/Match/45.png,Image/Pic/45.png,,,
46,パラス,Image/Match/46.png,Image/Pic/46.png,,,
47,パラセクト,Image/Match/47.png,Image/Pic/47.png,,,
48,コンパン,Image/Match/48.png,Image/Pic/48.png,,,
49,モルフォン,Image/Match/49.png,Image/Pic/49.png,,,
50,ディグダ,Image/Match/50.png,Image/Pic/50.png,,,
50-1,ディグダ(アローラのすがた),Image/Match/50-1.png,Image/Pic/50-1.png,,,
51,ダグトリオ,Image/Match/51.png,Image/Pic/51.png,,,
51-1,ダグトリオ(アローラのすがた),Image/Match/51-1.png,Image/Pic/51-1.png,,,
52,ニャース,Image/Match/52.png,Image/Pic/52.png,,,
52-1,ニャース(アローラのすがた),Image/Match/52-1.png,Image/Pic/52-1.png,,,
52-2,ニャース(ガラルのすがた),Image/Match/52-2.png,Image/Pic/52-2.png,,,
52-3,ニャース(キョダイマックス),Image/Match/52-3.png,Image/Pic/52-3.png,,,
53,ペルシアン,Image/Match/53.png,Image/Pic/53.png,,,
53-1,ペルシアン(アローラのすがた),Image/Match/53-1.png,Image/Pic/53-1.png,,,
54,コダック,Image/Match/54.png,Image/Pic/54.png,,,
55,ゴルダック,Image/Match/55.png,Image/Pic/55.png,,,
56,マンキー,Image/Match/56.png,Image/Pic/56.png,,,
57,オコリザル,Image/Match/57.png,Image/Pic/57.png,,,
58,ガーディ,Image/Match/58.png,Image/Pic/58.png,,,
58-1,ガーディ(ヒスイのすがた),Image/Match/58-1.png,Image/Pic/58-1.png,,,
59,ウインディ,Image/Match/59.png,Image/Pic/59.png,,,
59-1,ウインディ(ヒスイのすがた),Image/Match/59-1.png,Image/Pic/59-1.png,,,
60,ニョロモ,Image/Match/60.png,Image/Pic/60.png,,,
61,ニョロゾ,Image/Match/61.png,Image/Pic/61.png,,,
62,ニョロボン,Image/Match/62.png,Image/Pic/62.png,マッドショット,こごえるかぜ,ばくれつパンチ
63,ケーシィ,Image/Match/63.png,Image/Pic/63.png,,,
64,ユンゲラー,Image/Match/64.png,Image/Pic/64.png,,,
65,フーディン,Image/Match/65.png,Image/Pic/65.png,,,
65-1,メガフーディン,Image/Match/65-1.png,Image/Pic/65-1.png,,,
66,ワンリキー,Image/Match/66.png,Image/Pic/66.png,,,
67,ゴーリキー,Image/Match/67.png,Image/Pic/67.png,,,
68,カイリキー,Image/Match/68.png,Image/Pic/68.png,からてチョップ,クロスチョップ,いわなだれ
68-1,カイリキー(キョダイマックス),Image/Match/68-1.png,Image/Pic/68-1.png,,,
69,マダツボミ,Image/Match/69.png,Image/Pic/69.png,,,
70,ウツドン,Image/Match/70.png,Image/Pic/70.png,,,
71,ウツボット,Image/Match/71.png,Image/Pic/71.png,ようかいえき,リーフブレード,ヘドロばくだん
71-1,メガウツボット,Image/Match/71-1.png,Image/Pic/71-1.png,,,
72,メノクラゲ,Image/Match/72.png,Image/Pic/72.png,,,
73,ドククラゲ,Image/Match/73.png,Image/Pic/73.png,,,
74,イシツブテ,Image/Match/74.png,Image/Pic/74.png,,,
74-1,イシツブテ(アローラのすがた),Image/Match/74-1.png,Image/Pic/74-1.png,,,
75,ゴローン,Image/Match/75.png,Image/Pic/75.png,,,
75-1,ゴローン(アローラのすがた),Image/Match/75-1.png,Image/Pic/75-1.png,,,
76,ゴローニャ,Image/Match/76.png,Image/Pic/76.png,,,
76-1,ゴローニャ(アローラのすがた),Image/Match/76-1.png,Image/Pic/76-1.png,,,
77,ポニータ,Image/Match/77.png,Image/Pic/77.png,,,
77-1,ポニータ(ガラルのすがた),Image/Match/77-1.png,Image/Pic/77-1.png,,,
78,ギャロップ,Image/Match/78.png,Image/Pic/78.png,,,
78-1,ギャロップ(ガラルのすがた),Image/Match/78-1.png,Image/Pic/78-1.png,,,
79,ヤドン,Image/Match/79.png,Image/Pic/79.png,,,
79-1,ヤドン(ガラルのすがた),Image/Match/79-1.png,Image/Pic/79-1.png,,,
80,ヤドラン,Image/Match/80.png,Image/Pic/80.png,ねんりき,なみのり,れいとうビーム
80-1,メガヤドラン,Image/Match/80-1.png,Image/Pic/80-1.png,,,
80-2,ヤドラン(ガラルのすがた),Image/Match/80-2.png,Image/Pic/80-2.png,,,
81,コイル,Image/Match/81.png,Image/Pic/81.png,,,
82,レアコイル,Image/Match/82.png,Image/Pic/82.png,,,
83,カモネギ,Image/Match/83.png,Image/Pic/83.png,,,
83-1,カモネギ(ガラルのすがた),Image/Match/83-1.png,Image/Pic/83-1.png,,,
84,ドードー,Image/Match/84.png,Image/Pic/84.png,,,
85,ドードリオ,Image/Match/85.png,Image/Pic/85.png,,,
86,パウワウ,Image/Match/86.png,Image/Pic/86.png,,,
87,ジュゴン,Image/Match/87.png,Image/Pic/87.png,こおりのつぶて,こごえるかぜ,ドリルライナー
88,ベトベター,Image/Match/88.png,Image/Pic/88.png,,,
88-1,ベトベター(アローラのすがた),Image/Match/88-1.png,Image/Pic/88-1.png,,,
89,ベトベトン,Image/Match/89.png,Image/Pic/89.png,,,
89-1,ベトベトン(アローラのすがた),Image/Match/89-1.png,Image/Pic/89-1.png,,,
90,シェルダー,Image/Match/90.png,Image/Pic/90.png,,,
91,パルシェン,Image/Match/91.png,Image/Pic/91.png,,,
92,ゴース,Image/Match/92.png,Image/Pic/92.png,,,
93,ゴースト,Image/Match/93.png,Image/Pic/93.png,,,
94,ゲンガー,Image/Match/94.png,Image/Pic/94.png,,,
94-1,メガゲンガー,Image/Match/94-1.png,Image/Pic/94-1.png,,,
94-2,ゲンガー(キョダイマックス),Image/Match/94-2.png,Image/Pic/94-2.png,,,
95,イワーク,Image/Match/95.png,Image/Pic/95.png,,,
96,スリープ,Image/Match/96.png,Image/Pic/96.png,,,
97,スリーパー,Image/Match/97.png,Image/Pic/97.png,,,
98,クラブ,Image/Match/98.png,Image/Pic/98.png,,,
99,キングラー,Image/Match/99.png,Image/Pic/99.png,,,
99-1,キングラー(キョダイマックス),Image/Match/99-1.png,Image/Pic/99-1.png,,,
100,ビリリダマ,Image/Match/100.png,Image/Pic/100.png,,,
100-1,ビリリダマ(ヒスイのすがた),Image/Match/100-1.png,Image/Pic/100-1.png,,,
101,マルマイン,Image/Match/101.png,Image/Pic/101.png,,,
101-1,マルマイン(ヒスイのすがた),Image/Match/101-1.png,Image/Pic/101-1.png,,,
102,タマタマ,Image/Match/102.png,Image/Pic/102.png,,,
103,ナッシー,Image/Match/103.png,Image/Pic/103.png,,,
103-1,ナッシー(アローラのすがた),Image/Match/103-1.png,Image/Pic/103-1.png,,,
104,カラカラ,Image/Match/104.png,Image/Pic/104.png,,,
105,ガラガラ,Image/Match/105.png,Image/Pic/105.png,,,
105-1,ガラガラ(アローラのすがた),Image/Match/105-1.png,Image/Pic/105-1.png,たたりめ,かえんぐるま,シャドーボーン
106,サワムラー,Image/Match/106.png,Image/Pic/106.png,,,
107,エビワラー,Image/Match/107.png,Image/Pic/107.png,,,
108,ベロリンガ,Image/Match/108.png,Image/Pic/108.png,したでなめる,のしかかり,パワーウィップ
109,ドガース,Image/Match/109.png,Image/Pic/109.png,,,
110,マタドガス,Image/Match/110.png,Image/Pic/110.png,,,
110-1,マタドガス(ガラルのすがた),Image/Match/110-1.png,Image/Pic/110-1.png,,,
111,サイホーン,Image/Match/111.png,Image/Pic/111.png,,,
112,サイドン,Image/Match/112.png,Image/Pic/112.png,,,
113,ラッキー,Image/Match/113.png,Image/Pic/113.png,,,
114,モンジャラ,Image/Match/114.png,Image/Pic/114.png,,,
115,ガルーラ,Image/Match/115.png,Image/Pic/115.png,,,
115-1,メガガルーラ,Image/Match/115-1.png,Image/Pic/115-1.png,,,
116,タッツー,Image/Match/116.png,Image/Pic/116.png,,,
117,シードラ,Image/Match/117.png,Image/Pic/117.png,,,
118,トサキント,Image/Match/118.png,Image/Pic/118.png,,,
119,アズマオウ,Image/Match/119.png,Image/Pic/119.png,,,
120,ヒトデマン,Image/Match/120.png,Image/Pic/120.png,,,
121,スターミー,Image/Match/121.png,Image/Pic/121.png,,,
122,バリヤード,Image/Match/122.png,Image/Pic/122.png,,,
122-1,バリヤード(ガラルのすがた),Image/Match/122-1.png,Image/Pic/122-1.png,,,
123,ストライク,Image/Match/123.png,Image/Pic/123.png,,,
124,ルージュラ,Image/Match/124.png,Image/Pic/124.png,,,
125,エレブー,Image/Match/125.png,Image/Pic/125.png,,,
126,ブーバー,Image/Match/126.png,Image/Pic/126.png,,,
127,カイロス,Image/Match/127.png,Image/Pic/127.png,,,
127-1,メガカイロス,Image/Match/127-1.png,Image/Pic/127-1.png,,,
128,ケンタロス,Image/Match/128.png,Image/Pic/128.png,,,
128-1,ケンタロス(パルデアのすがた・コンバットしゅ),Image/Match/128-1.png,Image/Pic/128-1.png,,,
128-2,ケンタロス(パルデアのすがた・ブレイズしゅ),Image/Match/128-2.png,Image/Pic/128-2.png,,,
128-3,ケンタロス(パルデアのすがた・ウォーターしゅ),Image/Match/128-3.png,Image/Pic/128-3.png,,,
129,コイキング,Image/Match/129.png,Image/Pic/129.png,,,
130,ギャラドス,Image/Match/130.png,Image/Pic/130.png,,,
130-1,メガギャラドス,Image/Match/130-1.png,Image/Pic/130-1.png,,,
131,ラプラス,Image/Match/131.png,Image/Pic/131.png,サイコウェーブ,うたかたのアリア,れいとうビーム
131-1,ラプラス(キョダイマックス),Image/Match/131-1.png,Image/Pic/131-1.png,,,
132,メタモン,Image/Match/132.png,Image/Pic/132.png,,,
133,イーブイ,Image/Match/133.png,Image/Pic/133.png,,,
134,シャワーズ,Image/Match/134.png,Image/Pic/134.png,,,
135,サンダース,Image/Match/135.png,Image/Pic/135.png,,,
136,ブースター,Image/Match/136.png,Image/Pic/136.png,,,
137,ポリゴン,Image/Match/137.png,Image/Pic/137.png,,,
138,オムナイト,Image/Match/138.png,Image/Pic/138.png,,,
139,オムスター,Image/Match/139.png,Image/Pic/139.png,,,
140,カブト,Image/Match/140.png,Image/Pic/140.png,,,
141,カブトプス,Image/Match/141.png,Image/Pic/141.png,,,
142,プテラ,Image/Match/142.png,Image/Pic/142.png,,,
142-1,メガプテラ,Image/Match/142-1.png,Image/Pic/142-1.png,,,
143,カビゴン,Image/Match/143.png,Image/Pic/143.png,,,
143-1,カビゴン(キョダイマックス),Image/Match/143-1.png,Image/Pic/143-1.png,,,
144,フリーザー,Image/Match/144.png,Image/Pic/144.png,,,
144-1,フリーザー(ガラルのすがた),Image/Match/144-1.png,Image/Pic/144-1.png,,,
145,サンダー,Image/Match/145.png,Image/Pic/145.png,,,
145-1,サンダー(ガラルのすがた),Image/Match/145-1.png,Image/Pic/145-1.png,,,
146,ファイヤー,Image/Match/146.png,Image/Pic/146.png,,,
146-1,ファイヤー(ガラルのすがた),Image/Match/146-1.png,Image/Pic/146-1.png,ふいうち,そらをとぶ,ブレイブバード
147,ミニリュウ,Image/Match/147.png,Image/Pic/147.png,,,
148,ハクリュー,Image/Match/148.png,Image/Pic/148.png,,,
149,カイリュー,Image/Match/149.png,Image/Pic/149.png,,,
149-1,メガカイリュー,Image/Match/149-1.png,Image/Pic/149-1.png,,,
150,ミュウツー,Image/Match/150.png,Image/Pic/150.png,,,
150-1,アーマードミュウツー,Image/Match/150-1.png,Image/Pic/150-1.png,,,
150-2,メガミュウツーX,Image/Match/150-2.png,Image/Pic/150-2.png,,,
150-3,メガミュウツーY,Image/Match/150-3.png,Image/Pic/150-3.png,,,
151,ミュウ,Image/Match/151.png,Image/Pic/151.png,,,
152,チコリータ,Image/Match/152.png,Image/Pic/152.png,,,
153,ベイリーフ,Image/Match/153.png,Image/Pic/153.png,,,
154,メガニウム,Image/Match/154.png,Image/Pic/154.png,,,
155,ヒノアラシ,Image/Match/155.png,Image/Pic/155.png,,,
156,マグマラシ,Image/Match/156.png,Image/Pic/156.png,,,
157,バクフーン,Image/Match/157.png,Image/Pic/157.png,やきつくす,,
157-1,バクフーン(ヒスイのすがた),Image/Match/157-1.png,Image/Pic/157-1.png,,,
158,ワニノコ,Image/Match/158.png,Image/Pic/158.png,,,
159,アリゲイツ,Image/Match/159.png,Image/Pic/159.png,,,
160,オーダイル,Image/Match/160.png,Image/Pic/160.png,,ハイドロカノン,れいとうビーム
161,オタチ,Image/Match/161.png,Image/Pic/161.png,,,
162,オオタチ,Image/Match/162.png,Image/Pic/162.png,,,
163,ホーホー,Image/Match/163.png,Image/Pic/163.png,,,
164,ヨルノズク,Image/Match/164.png,Image/Pic/164.png,,ゴッドバード,シャドーボール
165,レディバ,Image/Match/165.png,Image/Pic/165.png,,,
166,レディアン,Image/Match/166.png,Image/Pic/166.png,,,
167,イトマル,Image/Match/167.png,Image/Pic/167.png,,,
168,アリアドス,Image/Match/168.png,Image/Pic/168.png,,,
169,クロバット,Image/Match/169.png,Image/Pic/169.png,,,
170,チョンチー,Image/Match/170.png,Image/Pic/170.png,,,
171,ランターン,Image/Match/171.png,Image/Pic/171.png,,,
172,ピチュー,Image/Match/172.png,Image/Pic/172.png,,,
173,ピィ,Image/Match/173.png,Image/Pic/173.png,,,
174,ププリン,Image/Match/174.png,Image/Pic/174.png,,,
175,トゲピー,Image/Match/175.png,Image/Pic/175.png,,,
176,トゲチック,Image/Match/176.png,Image/Pic/176.png,,,
177,ネイティ,Image/Match/177.png,Image/Pic/177.png,,,
178,ネイティオ,Image/Match/178.png,Image/Pic/178.png,,,
179,メリープ,Image/Match/179.png,Image/Pic/179.png,,,
180,モココ,Image/Match/180.png,Image/Pic/180.png,,,
181,デンリュウ,Image/Match/181.png,Image/Pic/181.png,,,
181-1,メガデンリュウ,Image/Match/181-1.png,Image/Pic/181-1.png,,,
182,キレイハナ,Image/Match/182.png,Image/Pic/182.png,,,
183,マリル,Image/Match/183.png,Image/Pic/183.png,,,
184,マリルリ,Image/Match/184.png,Image/Pic/184.png,,,
185,ウソッキー,Image/Match/185.png,Image/Pic/185.png,,,
186,ニョロトノ,Image/Match/186.png,Image/Pic/186.png,,ウェザーボール(みず),れいとうビーム
187,ハネッコ,Image/Match/187.png,Image/Pic/187.png,,,
188,ポポッコ,Image/Match/188.png,Image/Pic/188.png,,,
189,ワタッコ,Image/Match/189.png,Image/Pic/189.png,,,
190,エイパム,Image/Match/190.png,Image/Pic/190.png,,,
191,ヒマナッツ,Image/Match/191.png,Image/Pic/191.png,,,
192,キマワリ,Image/Match/192.png,Image/Pic/192.png,,,
193,ヤンヤンマ,Image/Match/193.png,Image/Pic/193.png,,,
194,ウパー,Image/Match/194.png,Image/Pic/194.png,,,
194-1,ウパー(パルデアのすがた),Image/Match/194-1.png,Image/Pic/194-1.png,,,
195,ヌオー,Image/Match/195.png,Image/Pic/195.png,,,
196,エーフィ,Image/Match/196.png,Image/Pic/196.png,,,
197,ブラッキー,Image/Match/197.png,Image/Pic/197.png,,イカサマ,とっておき
198,ヤミカラス,Image/Match/198.png,Image/Pic/198.png,,,
199,ヤドキング,Image/Match/199.png,Image/Pic/199.png,,,
199-1,ヤドキング(ガラルのすがた),Image/Match/199-1.png,Image/Pic/199-1.png,,,
200,ムウマ,Image/Match/200.png,Image/Pic/200.png,,,
201,アンノーン,Image/Match/201.png,Image/Pic/201.png,,,
202,ソーナンス,Image/Match/202.png,Image/Pic/202.png,,,
203,キリンリキ,Image/Match/203.png,Image/Pic/203.png,,,
204,クヌギダマ,Image/Match/204.png,Image/Pic/204.png,,,
205,フォレトス,Image/Match/205.png,Image/Pic/205.png,,,
206,ノコッチ,Image/Match/206.png,Image/Pic/206.png,,,
207,グライガー,Image/Match/207.png,Image/Pic/207.png,つばさでうつ,つじぎり,つばめがえし
208,ハガネール,Image/Match/208.png,Image/Pic/208.png,かみなりのキバ,サイコファング,かみくだく
208-1,メガハガネール,Image/Match/208-1.png,Image/Pic/208-1.png,,,
209,ブルー,Image/Match/209.png,Image/Pic/209.png,,,
210,グランブル,Image/Match/210.png,Image/Pic/210.png,,,
211,ハリーセン,Image/Match/211.png,Image/Pic/211.png,,アクアテール,れいとうビーム
211-1,ハリーセン(ヒスイのすがた),Image/Match/211-1.png,Image/Pic/211-1.png,,,
212,ハッサム,Image/Match/212.png,Image/Pic/212.png,バレットパンチ,つじぎり,くさわけ
212-1,メガハッサム,Image/Match/212-1.png,Image/Pic/212-1.png,,,
213,ツボツボ,Image/Match/213.png,Image/Pic/213.png,,,
214,ヘラクロス,Image/Match/214.png,Image/Pic/214.png,れんぞくぎり,はやてがえし,がんせきふうじ
214-1,メガヘラクロス,Image/Match/214-1.png,Image/Pic/214-1.png,,,
215,ニューラ,Image/Match/215.png,Image/Pic/215.png,,,
215-1,ニューラ(ヒスイのすがた),Image/Match/215-1.png,Image/Pic/215-1.png,,,
216,ヒメグマ,Image/Match/216.png,Image/Pic/216.png,,,
217,リングマ,Image/Match/217.png,Image/Pic/217.png,,,
218,マグマッグ,Image/Match/218.png,Image/Pic/218.png,,,
219,マグカルゴ,Image/Match/219.png,Image/Pic/219.png,,,
220,ウリムー,Image/Match/220.png,Image/Pic/220.png,,,
221,イノムー,Image/Match/221.png,Image/Pic/221.png,こなゆき,つららばり,ストーンエッジ
222,サニーゴ,Image/Match/222.png,Image/Pic/222.png,,,
222-1,サニーゴ(ガラルのすがた),Image/Match/222-1.png,Image/Pic/222-1.png,,,
223,テッポウオ,Image/Match/223.png,Image/Pic/223.png,,,
224,オクタン,Image/Match/224.png,Image/Pic/224.png,,,
225,デリバード,Image/Match/225.png,Image/Pic/225.png,,,
226,マンタイン,Image/Match/226.png,Image/Pic/226.png,,つばめがえし,みずのはどう
227,エアームド,Image/Match/227.png,Image/Pic/227.png,はがねのつばさ,ゴッドバード,ブレイブバード
228,デルビル,Image/Match/228.png,Image/Pic/228.png,,,
229,ヘルガー,Image/Match/229.png,Image/Pic/229.png,,,
229-1,メガヘルガー,Image/Match/229-1.png,Image/Pic/229-1.png,,,
230,キングドラ,Image/Match/230.png,Image/Pic/230.png,,,
231,ゴマゾウ,Image/Match/231.png,Image/Pic/231.png,,,
232,ドンファン,Image/Match/232.png,Image/Pic/232.png,どろかけ,,
233,ポリゴン2,Image/Match/233.png,Image/Pic/233.png,,,
234,オドシシ,Image/Match/234.png,Image/Pic/234.png,,,
235,ドーブル,Image/Match/235.png,Image/Pic/235.png,,,
236,バルキー,Image/Match/236.png,Image/Pic/236.png,,,
237,カポエラー,Image/Match/237.png,Image/Pic/237.png,,,
238,ムチュール,Image/Match/238.png,Image/Pic/238.png,,,
239,エレキッド,Image/Match/239.png,Image/Pic/239.png,,,
240,ブビィ,Image/Match/240.png,Image/Pic/240.png,,,
241,ミルタンク,Image/Match/241.png,Image/Pic/241.png,ころがる,のしかかり,１０まんボルト
242,ハピナス,Image/Match/242.png,Image/Pic/242.png,,,
243,ライコウ,Image/Match/243.png,Image/Pic/243.png,,,
244,エンテイ,Image/Match/244.png,Image/Pic/244.png,,,
245,スイクン,Image/Match/245.png,Image/Pic/245.png,,,
246,ヨーギラス,Image/Match/246.png,Image/Pic/246.png,,,
247,サナギラス,Image/Match/247.png,Image/Pic/247.png,,,
248,バンギラス,Image/Match/248.png,Image/Pic/248.png,,,
248-1,メガバンギラス,Image/Match/248-1.png,Image/Pic/248-1.png,,,
249,ルギア,Image/Match/249.png,Image/Pic/249.png,,,
249-1,ルギア(APEX),Image/Match/249-1.png,Image/Pic/249-1.png,,,
250,ホウオウ,Image/Match/250.png,Image/Pic/250.png,,,
250-1,ホウオウ(APEX),Image/Match/250-1.png,Image/Pic/250-1.png,,,
251,セレビィ,Image/Match/251.png,Image/Pic/251.png,,,
252,キモリ,Image/Match/252.png,Image/Pic/252.png,,,
253,ジュプトル,Image/Match/253.png,Image/Pic/253.png,,,
254,ジュカイン,Image/Match/254.png,Image/Pic/254.png,れんぞくぎり,リーフブレード,ワイドブレイカー
254-1,メガジュカイン,Image/Match/254-1.png,Image/Pic/254-1.png,れんぞくぎり,リーフブレード,ワイドブレイカー
255,アチャモ,Image/Match/255.png,Image/Pic/255.png,,,
256,ワカシャモ,Image/Match/256.png,Image/Pic/256.png,,,
257,バシャーモ,Image/Match/257.png,Image/Pic/257.png,,,
257-1,メガバシャーモ,Image/Match/257-1.png,Image/Pic/257-1.png,,,
258,ミズゴロウ,Image/Match/258.png,Image/Pic/258.png,,,
259,ヌマクロー,Image/Match/259.png,Image/Pic/259.png,,,
260,ラグラージ,Image/Match/260.png,Image/Pic/260.png,,,
260-1,メガラグラージ,Image/Match/260-1.png,Image/Pic/260-1.png,,,
261,ポチエナ,Image/Match/261.png,Image/Pic/261.png,,,
262,グラエナ,Image/Match/262.png,Image/Pic/262.png,,,
263,ジグザグマ,Image/Match/263.png,Image/Pic/263.png,,,
263-1,ジグザグマ(ガラルのすがた),Image/Match/263-1.png,Image/Pic/263-1.png,,,
264,マッスグマ,Image/Match/264.png,Image/Pic/264.png,,,
264-1,マッスグマ(ガラルのすがた),Image/Match/264-1.png,Image/Pic/264-1.png,,,
265,ケムッソ,Image/Match/265.png,Image/Pic/265.png,,,
266,カラサリス,Image/Match/266.png,Image/Pic/266.png,,,
267,アゲハント,Image/Match/267.png,Image/Pic/267.png,,,
268,マユルド,Image/Match/268.png,Image/Pic/268.png,,,
269,ドクケイル,Image/Match/269.png,Image/Pic/269.png,,,
270,ハスボー,Image/Match/270.png,Image/Pic/270.png,,,
271,ハスブレロ,Image/Match/271.png,Image/Pic/271.png,,,
272,ルンパッパ,Image/Match/272.png,Image/Pic/272.png,,ウェザーボール(みず),リーフストーム
273,タネボー,Image/Match/273.png,Image/Pic/273.png,,,
274,コノハナ,Image/Match/274.png,Image/Pic/274.png,,,
275,ダーテング,Image/Match/275.png,Image/Pic/275.png,,,
276,スバメ,Image/Match/276.png,Image/Pic/276.png,,,
277,オオスバメ,Image/Match/277.png,Image/Pic/277.png,,,
278,キャモメ,Image/Match/278.png,Image/Pic/278.png,,,
279,ペリッパー,Image/Match/279.png,Image/Pic/279.png,,ウェザーボール(みず),ぼうふう
280,ラルトス,Image/Match/280.png,Image/Pic/280.png,,,
281,キルリア,Image/Match/281.png,Image/Pic/281.png,,,
282,サーナイト,Image/Match/282.png,Image/Pic/282.png,,,
282-1,メガサーナイト,Image/Match/282-1.png,Image/Pic/282-1.png,,,
