1,じしん,じめん,3
1,しぜんのいかり,フェアリー,1
1,しっぺがえし,あく,2
1,じならし,じめん,3
1,ジャイロボール,はがね,2
1,シャドーダイブ,ゴースト,4
1,シャドーパンチ,ゴースト,1
1,シャドーボール,ゴースト,1
1,シャドーボーン,ゴースト,1
1,シャドーレイ,ゴースト,1
1,じゃれつく,フェアリー,3
1,シンクロノイズ,エスパー,3
1,しんぴのつるぎ,かくとう,1
1,スケイルノイズ,ドラゴン,1
1,ストーンエッジ,いわ,2
1,すなじごく,じめん,2
1,スピードスター,ノーマル,2
1,せいなるつるぎ,かくとう,1
1,せいなるほのお,ほのお,1
1,せいなるほのお+,ほのお,1
1,せいなるほのお++,ほのお,1
1,ソーラービーム,くさ,4
1,そらをとぶ,ひこう,1
1,だいちのちから,じめん,3
1,ダイマックスほう,ドラゴン,1
1,だいもんじ,ほのお,4
1,だくりゅう,みず,4
1,ダストシュート,どく,4
1,たつまき,ドラゴン,1
1,タネばくだん,くさ,3
1,ダブルパンツァー,はがね,1
1,だんがいのつるぎ,じめん,1
1,チャームボイス,フェアリー,3
1,つじぎり,あく,2
1,つのでつく,ノーマル,5
1,つばめがえし,ひこう,4
1,つららばり,こおり,1
1,デカハンマー,はがね,2
1,テクノバスター,ノーマル,2
1,テクノバスター(こおり),こおり,2
1,テクノバスター(でんき),でんき,1
1,テクノバスター(ほのお),ほのお,2
1,テクノバスター(みず),みず,2
1,デスウイング,ひこう,1
1,でんじほう,でんき,3
1,ときのほうこう,ドラゴン,1
1,どくどくのキバ,どく,2
1,とっておき,ノーマル,3
1,とどめばり,むし,3
1,とびかかる,むし,1
1,とびひざげり,かくとう,2
1,トライアタック,ノーマル,1
1,ドラゴンエナジー,ドラゴン,1
1,ドラゴンクロー,ドラゴン,3
1,ドラムアタック,くさ,3
1,トリックフラワー,くさ,1
1,トリプルアクセル,こおり,2
1,ドリルくちばし,ひこう,1
1,ドリルライナー,じめん,2
1,ドレインキッス,フェアリー,4
1,ドレインパンチ,かくとう,4
1,どろばくだん,じめん,3
1,ナイトヘッド,ゴースト,2
1,なみのり,みず,2
1,にぎりつぶす,ノーマル,1
1,ニトロチャージ,ほのお,3
1,ねっさのあらし,じめん,1
1,ねっさのだいち,じめん,1
1,ねっとう,みず,1
1,ねっぷう,ほのお,2
1,ねむる,ノーマル,3
1,のしかかり,ノーマル,2
1,ハートスタンプ,エスパー,5
1,ハードプラント,くさ,1
1,ハイドロカノン,みず,1
1,ハイドロポンプ,みず,4
1,はかいこうせん,ノーマル,4
1,ばかぢから,かくとう,1
1,ばくおんぱ,ノーマル,4
1,ばくれつパンチ,かくとう,1
1,はさむ,ノーマル,2
1,はじけるほのお,ほのお,4
1,はどうだん,かくとう,1
1,はなふぶき,くさ,4
1,バブルこうせん,みず,4
1,はめつのねがい,はがね,1
1,はやてがえし,かくとう,1
1,パラボラチャージ,でんき,3
1,パワーウィップ,くさ,2
1,パワージェム,いわ,2
1,ビックリヘッド,ほのお,1
1,ひっさつまえば,ノーマル,2
1,ひやみず,みず,1
1,フェザーダンス,ひこう,2
1,ふぶき,こおり,3
1,ふみつけ,ノーマル,4
1,フライングプレス,かくとう,1
1,ブラストバーン,ほのお,1
1,フリーズボルト,こおり,1
1,フレアソング,ほのお,1
1,ブレイズキック,ほのお,2
1,ブレイブバード,ひこう,2
1,ブロッキング,あく,4
1,ふんどのこぶし,ゴースト,1
1,ぶんまわす,あく,1
1,ヘドロウェーブ,どく,3
1,ヘドロこうげき,どく,1
1,ヘドロばくだん,どく,3
1,ヘビーボンバー,はがね,4
1,ほうでん,でんき,3
1,ぼうふう,ひこう,4
1,ホネこんぼう,じめん,1
1,ほのおのパンチ,ほのお,2
1,ポルターガイスト,ゴースト,3
1,ボルテッカー,でんき,1
1,まきつく,ノーマル,2
1,マグネットボム,はがね,2
1,マグマストーム,ほのお,2
1,マジカルシャイン,フェアリー,3
1,マジカルフレイム,ほのお,1
1,ミストボール,エスパー,1
1,みずのはどう,みず,3
1,ミラーコート,エスパー,4
1,ミラーショット,はがね,4
1,みらいよち,エスパー,3
1,ムーンフォース,フェアリー,2
1,むしのさざめき,むし,2
1,メガドレイン,くさ,5
1,メガホーン,むし,3
1,メテオドライブ,はがね,1
1,メテオビーム,いわ,2
1,やつあたり,ノーマル,5
1,ゆきなだれ,こおり,1
1,ラスターカノン,はがね,4
1,ラスターパージ,エスパー,2
1,リーフストーム,くさ,3
1,リーフブレード,くさ,1
1,りゅうせいぐん,ドラゴン,4
1,りゅうのはどう,ドラゴン,4
1,れいとうパンチ,こおり,2
1,れいとうビーム,こおり,3
1,ローキック,かくとう,4
1,ロケットずつき,ノーマル,3
1,ロックブラスト,いわ,3
1,ワイドブレイカー,ドラゴン,2
1,ワイルドボルト,でんき,1
1,わるあがき,ノーマル,5
